,isNews,otherWebsiteLink,href,follow_allowed,isFileLink,isBaseOnly,containsNOfollowKeyword,rel,title,urlLength,titleLength,nOfDdigits,nOfForwardSlash,nOfDot,nOfEqual,nOfHash
607,True,False,https://www.sondakika.com/haber/haber-diyarbakir-da-iki-kuyuda-petrol-bulunmasi-sevinc-14161408/,True,False,False,False,,Arpa ektikleri yerden petrol fışkırdı İşte Cumhurbaşkanı Erdoğan’ın bahsettiği o kuyu,96,85,0,5,2,0,0
609,True,False,https://www.f5haber.com/son-yaz-dizisinde-ali-atay-depremi-yasaniyor-senaristlerin-hamlesi-merak-ediliyor-fotogaleri-5939076,True,False,False,False,,Son Yaz dizisinde Ali Atay depremi yaşanıyor; Senaristlerin hamlesi merak ediliyor,124,82,0,3,2,0,0
613,True,False,https://www.finansgundem.com/haber/bankacilik-sektoru-guclu-gorunumunu-koruyor/1574445,True,False,False,False,,TCMB: Sıkı parasal duruş önemli bir tampon,44,42,0,4,2,0,0
616,True,False,https://www.turkish.shafaqna.com/TR/AL/5891964,True,False,False,False,,,46,0,0,5,3,0,0
618,True,False,https://www.turkish.shafaqna.com/TR/AL/5891963,True,False,False,False,,,46,0,0,5,3,0,0
619,True,False,https://www.posta.com.tr/yazarlar/filiz-ozkol/28-mayis-2021-gunun-burc-yorumlari-2334192,True,False,False,False,,,88,0,0,5,3,0,0
620,True,False,https://www.posta.com.tr/yazarlar/dr-ali-gursoy/asi-yaptirsaniz-da-duzenli-kontrol-sart-2334189,True,False,False,False,,,95,0,0,5,3,0,0
622,True,False,https://www.haberler.com/servetine-servet-ekleyen-aleyna-tilki-600-bin-tl-14162146-haberi/,True,False,False,False,,"Servetine servet katan Aleyna Tilki, binlerce liralık reklam anlaşmasına imza attı",90,82,0,4,2,0,0
626,True,False,https://www.sondakika.com/haber/haber-aleyna-tilki-servetine-servet-katti-yeni-reklam-14162176/,True,False,False,False,,"Aleyna Tilki, servetine servet kattı Yeni reklam anlaşması 600 bin TL’lik",95,73,3,5,2,0,0
628,True,False,https://www.f5haber.com/turkiyenin-asi-takvimi-guncellendi-1-haziranda-basliyor-fotogaleri-5939278,True,False,False,False,,Türkiye'nin aşı takvimi güncellendi: 1 Haziran'da başlıyor,98,58,1,3,2,0,0
629,True,False,https://www.borsagundem.com/haber/elvan-hedefimiz-dolarizasyonu-tersine-cevirmek/1574440,True,False,False,False,,Elvan: Hedefimiz dolarizasyonu tersine çevirmek,88,47,0,5,2,0,0
633,True,False,https://www.turkish.shafaqna.com/TR/AL/5891962,True,False,False,False,,,46,0,0,5,3,0,0
635,True,False,https://www.posta.com.tr/iste-necip-uysalin-gelecek-plani-futbolu-biraktiktan-sonra-2334262,True,False,False,False,,,91,0,0,3,3,0,0
636,True,False,https://www.posta.com.tr/merkez-bankasi-baskanindan-kararlilik-mesaji-2334260,True,False,False,False,,,77,0,0,3,3,0,0
637,True,False,https://www.posta.com.tr/uzman-isimden-kritik-koronavirus-aciklamasi-vakalarin-yuzde-10unda-goruluyor-2334248,True,False,False,False,,,109,0,0,3,3,0,0
638,True,False,https://www.haberler.com/fotogaleri/kylie-bildigimiz-gibi-bir-avuc-bikinisiyle/,True,False,False,False,,Kylie bildiğimiz gibi! Bir avuç bikinisiyle Instagram'ı kasıp kavurdu,79,69,0,5,2,0,0
641,True,False,https://www.sondakika.com/haber/haber-ihracat-nisan-ayinda-yuzde-109-2-artti-14162160/,True,False,False,False,,"İhracat nisan ayında yüzde 109,2 arttı",86,38,4,5,2,0,0
643,True,False,https://www.f5haber.com/bilim-kurulu-uyesi-acikladi-maskelere-ne-zaman-veda-edecegiz-fotogaleri-5939232,True,False,False,False,,Bilim Kurulu üyesi açıkladı: Maskelere ne zaman veda edeceğiz?,103,62,0,3,2,0,0
644,True,False,https://www.borsagundem.com/redirect/1574439,True,False,False,False,,Merkez Bankası'ndan kararlılık vurgusu,44,38,0,4,2,0,0
647,True,False,https://www.turkish.shafaqna.com/TR/AL/5891961,True,False,False,False,,,46,0,0,5,3,0,0
648,True,False,https://www.posta.com.tr/gaziantepte-akilalmaz-olay-tarihi-evlerin-kapilarina-duvar-orduler-2334246,True,False,False,False,,,99,0,0,3,3,0,0
649,True,False,https://www.posta.com.tr/ankarada-feto-sorusturmasinda-22-gozalti-karari-2334244,True,False,False,False,,,80,0,0,3,3,0,0
650,True,False,https://www.haberler.com/fahriye-evcen-den-karizmatik-pozunu-paylasan-14162027-haberi/,True,False,False,False,,Yorumları herkesi gülümsetti! Burak'ın karizmatik pozunu gören Fahriye dayanamadı,86,81,0,4,2,0,0
653,True,False,https://www.sondakika.com/haber/haber-bagdaki-kopek-ile-dev-yilan-kapisti-o-anlar-14162157/,True,False,False,False,,Bağdaki köpek ile dev yılan kapıştı O anlar saniye saniye kaydedildi,91,68,0,5,2,0,0
655,True,False,https://www.f5haber.com/gundem/diyanet-isleri-baskan-yardimcisi-cocuk-evlilikleri-hicbir-sekilde-kabul-edilemez-5939275,True,False,False,False,,Diyanet İşleri Başkan Yardımcısı: Çocuk evlilikleri hiçbir şekilde kabul edilemez,119,81,0,4,2,0,0
656,True,False,https://www.finansgundem.com/haber/dolar-zirve-yapti-borsa-dusuyor/1574431,True,False,False,False,,"Dolar zirve yaptı, borsa düşüyor",44,32,0,4,2,0,0
658,True,False,http://www.gazetevatan.com/petrol-mujdesi-bakan-donmez-tarih-verdi-1393308-ekonomi/,True,False,False,False,,,83,0,0,4,2,0,0
660,True,False,https://www.posta.com.tr/izmirde-hastane-onunde-dehset-anlari-motosikletten-ates-acti-3u-agir-5-kisi-yarali-2334241,True,False,False,False,,,115,0,0,3,3,0,0
661,True,False,https://www.posta.com.tr/galatasarayda-ayrilik-krizi-2334238,True,False,False,False,,,60,0,0,3,3,0,0
662,True,False,https://www.haberler.com/ilker-kaleli-ile-ask-yasayan-sila-039-dan-sasirtan-14161256-haberi/,True,False,False,False,,"Sıla, dostu Sinem Kobal'ı tek kalemde sildi! Sebebi ise İlker Kaleli",92,68,0,4,2,0,0
